,Name,Price,Make,Model,Engine Size,Fuel Type,Odometer,Transmission,Body Type,Manufacturing Year,County,Doors,Color,Owners,Tax Expiry,NCT Expiry,URL
0,VOLKSWAGEN POLO,"€14,900",VOLKSWAGEN,POLO,1.0,Petrol,"110,000",Manual,Hatchback,2019,Louth,5,Red,2,Jan-2023,Feb-2023,http://www.cars.ie/used-cars/VOLKSWAGEN-POLO-2019-Louth-1736593
1,PORSCHE TAYCAN,POA,PORSCHE,TAYCAN,1.0,Other,"30,505",Automatic,Saloon,2021,Antrim,4,Red,1,-,-,http://www.cars.ie/used-cars/PORSCHE-TAYCAN-2021-Antrim-1736591
2,RENAULT MEGANE,POA,RENAULT,MEGANE,1.6,Diesel,"52,246",Manual,Hatchback,2017,Antrim,5,Black,-,-,-,http://www.cars.ie/used-cars/RENAULT-MEGANE-2017-Antrim-1736547
3,FORD FIESTA,"€24,600",FORD,FIESTA,1.0,Petrol,999,Manual,Hatchback,2022,Cork,5,-,-,-,-,http://www.cars.ie/used-cars/FORD-FIESTA-2022-Cork-1736281
4,FORD FIESTA,"€24,600",FORD,FIESTA,1.0,Petrol,999,Manual,Hatchback,2022,Cork,5,-,-,-,-,http://www.cars.ie/used-cars/FORD-FIESTA-2022-Cork-1736280
5,FORD ECOSPORT,"€14,900",FORD,ECOSPORT,1.5,Diesel,"104,499",Manual,SUV,2017,Cork,-,White,1,Dec-2022,Aug-2023,http://www.cars.ie/used-cars/FORD-ECOSPORT-2017-Cork-1736279
6,VOLKSWAGEN CADDY,POA,VOLKSWAGEN,CADDY,2.0,Diesel,14,Automatic,Van,2022,Donegal,-,Grey,-,-,-,http://www.cars.ie/used-cars/VOLKSWAGEN-CADDY-2022-Donegal-1736356
7,VOLKSWAGEN T-ROC,POA,VOLKSWAGEN,T-ROC,2.0,Diesel,14,Manual,SUV,2022,Donegal,-,Grey,-,-,-,http://www.cars.ie/used-cars/VOLKSWAGEN-T-ROC-2022-Donegal-1736278
8,VOLKSWAGEN T-ROC,POA,VOLKSWAGEN,T-ROC,2.0,Diesel,14,Manual,SUV,2022,Donegal,-,Grey,-,-,-,http://www.cars.ie/used-cars/VOLKSWAGEN-T-ROC-2022-Donegal-1736277
9,VOLKSWAGEN T-ROC,POA,VOLKSWAGEN,T-ROC,2.0,Diesel,14,Manual,SUV,2022,Donegal,-,Grey,-,-,-,http://www.cars.ie/used-cars/VOLKSWAGEN-T-ROC-2022-Donegal-1736276
10,VOLKSWAGEN GOLF,POA,VOLKSWAGEN,GOLF,1.2,Petrol,"69,713",Manual,Hatchback,2017,Cork,5,White,2,Jan-2023,Feb-2023,http://www.cars.ie/used-cars/VOLKSWAGEN-GOLF-2017-Cork-1736274
11,VOLKSWAGEN GOLF,POA,VOLKSWAGEN,GOLF,1.6,Diesel,"134,204",Manual,Hatchback,2016,Cork,5,Silver,1,Mar-2023,Jul-2024,http://www.cars.ie/used-cars/VOLKSWAGEN-GOLF-2016-Cork-1736275
12,VOLKSWAGEN PASSAT,POA,VOLKSWAGEN,PASSAT,2.0,Diesel,"59,483",Manual,Saloon,2020,Laois,4,Red,1,Sep-2022,Sep-2024,http://www.cars.ie/used-cars/VOLKSWAGEN-PASSAT-2020-Laois-1736272
13,SEAT LEON,"€14,950",SEAT,LEON,1.6,Diesel,0,Manual,Estate,2017,Cork,5,White,1,Sep-2022,Jul-2023,http://www.cars.ie/used-cars/SEAT-LEON-2017-Cork-1736273
14,AUDI A4,"€19,950",AUDI,A4,2.0,Diesel,"83,375",Manual,Estate,2015,Dublin,5,Silver,3,Jan-2023,Mar-2023,http://www.cars.ie/used-cars/AUDI-A4-2015-Dublin-1736204
15,FORD KUGA,"€25,950",FORD,KUGA,1.5,Diesel,"59,097",Manual,SUV,2019,Laois,5,Gold,3,Feb-2023,Mar-2023,http://www.cars.ie/used-cars/FORD-KUGA-2019-Laois-1736268
16,KIA SORENTO,"€34,950",KIA,SORENTO,2.2,Diesel,"96,927",Manual,SUV,2018,Laois,5,White,1,Mar-2023,Jan-2022,http://www.cars.ie/used-cars/KIA-SORENTO-2018-Laois-1736267
17,FORD FIESTA,"€18,950",FORD,FIESTA,1.0,Petrol,"37,399",Manual,Hatchback,2019,Laois,5,Red,1,Dec-2022,Jan-2023,http://www.cars.ie/used-cars/FORD-FIESTA-2019-Laois-1736265
18,HYUNDAI I30,"€9,950",HYUNDAI,I30,1.4,Diesel,"111,390",Manual,Van,2014,Laois,3,Red,2,Feb-2023,-,http://www.cars.ie/used-cars/HYUNDAI-I30-2014-Laois-1736266
19,KIA SPORTAGE,"€24,900",KIA,SPORTAGE,1.7,Diesel,"94,396",Manual,SUV,2018,Cork,5,White,2,Jul-2023,Jul-2022,http://www.cars.ie/used-cars/KIA-SPORTAGE-2018-Cork-1736264
20,MERCEDES-BENZ CLA CLASS,"€51,928",MERCEDES-BENZ,CLA,1.3,Petrol,0,Automatic,Coupe,2023,Limerick,4,Black,-,-,-,http://www.cars.ie/used-cars/MERCEDES-BENZ-CLA-CLASS-2023-Limerick-1736353
21,VOLKSWAGEN POLO,POA,VOLKSWAGEN,POLO,1.2,Petrol,"17,139",Automatic,Hatchback,2017,Dublin,5,Red,1,-,-,http://www.cars.ie/used-cars/VOLKSWAGEN-POLO-2017-Dublin-1736352
22,NISSAN QASHQAI,POA,NISSAN,QASHQAI,1.5,Diesel,"51,715",Manual,Hatchback,2016,Dublin,5,White,4,Apr-2022,May-2022,http://www.cars.ie/used-cars/NISSAN-QASHQAI-2016-Dublin-1736262
23,MAXUS DELIVER 9,"€26,450",MAXUS,DELIVER,2.0,Diesel,"12,439",Manual,Van,2022,Dublin,4,White,1,Feb-2023,-,http://www.cars.ie/used-cars/MAXUS-DELIVER-9-2022-Dublin-1736180
24,CITROEN RELAY,"€35,475",CITROEN,RELAY,2.2,Diesel,0,Manual,Van,2023,Dublin,-,White,-,-,-,http://www.cars.ie/used-cars/CITROEN-RELAY-2023-Dublin-1736179
25,OPEL MOVANO,"€27,995",OPEL,MOVANO,2.2,Diesel,0,Manual,Van,2022,Dublin,2,Grey,1,-,-,http://www.cars.ie/used-cars/OPEL-MOVANO-2022-Dublin-1736177
26,OPEL MOVANO,"€44,640",OPEL,MOVANO,2.2,Diesel,0,Manual,Van,2023,Dublin,-,White,-,-,-,http://www.cars.ie/used-cars/OPEL-MOVANO-2023-Dublin-1736178
27,MAXUS DELIVER 9,"€37,070",MAXUS,DELIVER,2.0,Diesel,0,Manual,Van,2023,Dublin,-,-,-,-,-,http://www.cars.ie/used-cars/MAXUS-DELIVER-9-2023-Dublin-1736175
28,VOLKSWAGEN POLO,"€11,950",VOLKSWAGEN,POLO,1.2,Diesel,"108,124",Manual,Hatchback,2014,Mayo,5,Grey,5,Apr-2023,Oct-2024,http://www.cars.ie/used-cars/VOLKSWAGEN-POLO-2014-Mayo-1736257
29,MERCEDES-BENZ E CLASS,"€87,900",MERCEDES-BENZ,E,2.0,Diesel,0,Automatic,Saloon,2023,Galway,-,Black,-,-,-,http://www.cars.ie/used-cars/MERCEDES-BENZ-E-CLASS-2023-Galway-1736345
30,MERCEDES-BENZ CLA CLASS,"€53,900",MERCEDES-BENZ,CLA,2.0,Diesel,0,Automatic,Saloon,2023,Galway,-,Black,-,-,-,http://www.cars.ie/used-cars/MERCEDES-BENZ-CLA-CLASS-2023-Galway-1736346
31,VOLKSWAGEN GOLF,"€28,495",VOLKSWAGEN,GOLF,1.5,Petrol,"31,437",Manual,Hatchback,2020,Dublin,5,White,2,Jan-2023,Jan-2024,http://www.cars.ie/used-cars/VOLKSWAGEN-GOLF-2020-Dublin-1736256
32,VOLKSWAGEN CRAFTER,"€34,919",VOLKSWAGEN,CRAFTER,2.0,Diesel,"20,400",Manual,Van,2022,Dublin,5,White,1,Dec-2022,-,http://www.cars.ie/used-cars/VOLKSWAGEN-CRAFTER-2022-Dublin-1736255
33,VOLKSWAGEN CRAFTER,"€34,919",VOLKSWAGEN,CRAFTER,2.0,Diesel,"16,892",Automatic,Van,2022,Dublin,5,White,1,Dec-2022,-,http://www.cars.ie/used-cars/VOLKSWAGEN-CRAFTER-2022-Dublin-1736344
34,VOLKSWAGEN CADDY,"€42,950",VOLKSWAGEN,CADDY,2.0,Diesel,"14,799",Automatic,MPV,2021,Dublin,5,Grey,1,Jan-2023,Jul-2025,http://www.cars.ie/used-cars/VOLKSWAGEN-CADDY-2021-Dublin-1736343
35,VOLKSWAGEN CRAFTER,"€27,638",VOLKSWAGEN,CRAFTER,2.0,Diesel,"12,703",Manual,Van,2022,Dublin,5,White,1,Jan-2023,-,http://www.cars.ie/used-cars/VOLKSWAGEN-CRAFTER-2022-Dublin-1736254
36,VOLKSWAGEN CRAFTER,"€36,545",VOLKSWAGEN,CRAFTER,2.0,Diesel,"1,291",Manual,Van,2022,Dublin,5,White,1,Dec-2022,-,http://www.cars.ie/used-cars/VOLKSWAGEN-CRAFTER-2022-Dublin-1736253
37,HYUNDAI SANTA FE,"€38,995",HYUNDAI,SANTA,2.2,Diesel,"113,859",Manual,SUV,2019,Cork,5,Black,1,Dec-2021,Jan-2023,http://www.cars.ie/used-cars/HYUNDAI-SANTA-FE-2019-Cork-1736250
38,VOLKSWAGEN UP!,POA,VOLKSWAGEN,UP!,1.0,Petrol,"68,036",Automatic,Hatchback,2013,Cork,3,White,1,-,-,http://www.cars.ie/used-cars/VOLKSWAGEN-UP!-2013-Cork-1736342
39,RENAULT CLIO,"€17,700",RENAULT,CLIO,1.0,Petrol,"24,887",Manual,Hatchback,2020,Dublin,5,Orange,1,Sep-2022,Jun-2024,http://www.cars.ie/used-cars/RENAULT-CLIO-2020-Dublin-1736249
40,RENAULT CAPTUR,"€18,400",RENAULT,CAPTUR,0.0,Petrol,"69,169",Manual,SUV,2019,Dublin,4,Grey,2,Jan-2023,Oct-2023,http://www.cars.ie/used-cars/RENAULT-CAPTUR-2019-Dublin-1736248
41,RENAULT KADJAR,"€29,900",RENAULT,KADJAR,1.5,Diesel,"30,386",Manual,SUV,2020,Dublin,5,Black,1,Apr-2022,Jan-2024,http://www.cars.ie/used-cars/RENAULT-KADJAR-2020-Dublin-1736247
42,DACIA DUSTER,"€17,900",DACIA,DUSTER,1.5,Diesel,"92,299",Manual,SUV,2019,Dublin,4,Brown,2,Nov-2022,Jul-2023,http://www.cars.ie/used-cars/DACIA-DUSTER-2019-Dublin-1736246
43,DACIA DUSTER,"€21,490",DACIA,DUSTER,1.5,Diesel,"8,212",Manual,SUV,2020,Dublin,5,Black,1,Oct-2022,Jan-2024,http://www.cars.ie/used-cars/DACIA-DUSTER-2020-Dublin-1736244
44,RENAULT GRAND SCENIC,"€31,900",RENAULT,GRAND,1.8,Diesel,"14,709",Manual,MPV,2021,Dublin,4,Red,2,Nov-2022,Jan-2025,http://www.cars.ie/used-cars/RENAULT-GRAND-SCENIC-2021-Dublin-1736245
45,RENAULT GRAND SCENIC,"€31,900",RENAULT,GRAND,1.8,Diesel,"26,461",Manual,MPV,2021,Dublin,5,Red,2,Nov-2022,Feb-2025,http://www.cars.ie/used-cars/RENAULT-GRAND-SCENIC-2021-Dublin-1736242
46,RENAULT MEGANE,"€26,900",RENAULT,MEGANE,1.5,Diesel,"28,538",Manual,Estate,2021,Dublin,4,Red,1,Oct-2022,Mar-2025,http://www.cars.ie/used-cars/RENAULT-MEGANE-2021-Dublin-1736243
47,RENAULT MEGANE,"€27,900",RENAULT,MEGANE,1.5,Diesel,"23,356",Manual,Hatchback,2021,Dublin,4,Blue,1,Jan-2023,Mar-2025,http://www.cars.ie/used-cars/RENAULT-MEGANE-2021-Dublin-1736240
48,RENAULT CAPTUR,"€24,900",RENAULT,CAPTUR,1.5,Diesel,"21,504",Manual,SUV,2021,Dublin,5,Blue,1,Oct-2022,Feb-2025,http://www.cars.ie/used-cars/RENAULT-CAPTUR-2021-Dublin-1736241
49,RENAULT CAPTUR,"€17,990",RENAULT,CAPTUR,1.5,Diesel,"55,807",Manual,SUV,2019,Dublin,5,Blue,2,Jun-2023,Jan-2023,http://www.cars.ie/used-cars/RENAULT-CAPTUR-2019-Dublin-1736239
50,RENAULT MEGANE,"€26,490",RENAULT,MEGANE,1.5,Diesel,"17,349",Manual,Estate,2021,Dublin,4,Grey,1,Sep-2022,Feb-2025,http://www.cars.ie/used-cars/RENAULT-MEGANE-2021-Dublin-1736238
51,DACIA DUSTER,"€23,490",DACIA,DUSTER,1.5,Diesel,"22,276",Manual,SUV,2021,Dublin,5,Black,1,Nov-2022,Jan-2025,http://www.cars.ie/used-cars/DACIA-DUSTER-2021-Dublin-1736237
52,RENAULT CLIO,"€15,400",RENAULT,CLIO,0.0,Petrol,"62,100",Manual,Hatchback,2019,Dublin,4,Blue,1,Sep-2022,Jan-2023,http://www.cars.ie/used-cars/RENAULT-CLIO-2019-Dublin-1736236
53,RENAULT MEGANE,"€26,490",RENAULT,MEGANE,1.5,Diesel,"16,159",Manual,Estate,2021,Dublin,4,Grey,1,Aug-2022,Jan-2025,http://www.cars.ie/used-cars/RENAULT-MEGANE-2021-Dublin-1736235
54,SKODA KAROQ,"€38,995",SKODA,KAROQ,1.5,Petrol,"30,849",Automatic,Estate,2021,Waterford,4,Grey,1,-,Jan-2025,http://www.cars.ie/used-cars/SKODA-KAROQ-2021-Waterford-1736158
55,RENAULT MEGANE,"€25,490",RENAULT,MEGANE,1.3,Petrol,"5,443",Manual,Estate,2021,Dublin,5,Black,1,May-2022,Feb-2025,http://www.cars.ie/used-cars/RENAULT-MEGANE-2021-Dublin-1736234
56,CUPRA FORMENTOR,POA,CUPRA,FORMENTOR,1.5,Petrol,0,Manual,Estate,2023,Waterford,-,White,-,-,-,http://www.cars.ie/used-cars/CUPRA-FORMENTOR-2023-Waterford-1736156
57,SEAT ARONA,"€18,995",SEAT,ARONA,1.0,Petrol,0,Manual,SUV,2019,Waterford,5,Blue,1,-,Jan-2023,http://www.cars.ie/used-cars/SEAT-ARONA-2019-Waterford-1736157
58,CUPRA FORMENTOR,"€38,995",CUPRA,FORMENTOR,2.0,Diesel,"5,419",Manual,Estate,2022,Waterford,5,Blue,1,-,-,http://www.cars.ie/used-cars/CUPRA-FORMENTOR-2022-Waterford-1736155
59,CUPRA ATECA,"€45,000",CUPRA,ATECA,2.0,Petrol,"31,249",Automatic,SUV,2019,Dublin,5,Black,1,Mar-2023,Apr-2023,http://www.cars.ie/used-cars/CUPRA-ATECA-2019-Dublin-1736136
60,RENAULT MEGANE,"€24,995",RENAULT,MEGANE,1.5,Diesel,"30,161",Manual,Saloon,2020,Wexford,4,White,1,Jul-2023,Jul-2024,http://www.cars.ie/used-cars/RENAULT-MEGANE-2020-Wexford-1736186
61,VOLKSWAGEN T-ROC,"€28,945",VOLKSWAGEN,T-ROC,1.6,Diesel,"59,652",Manual,SUV,2020,Sligo,5,White,2,Jun-2023,Jan-2024,http://www.cars.ie/used-cars/VOLKSWAGEN-T-ROC-2020-Sligo-1736232
62,VOLKSWAGEN CADDY,"€18,950",VOLKSWAGEN,CADDY,2.0,Diesel,"53,849",Manual,Van,2020,Sligo,5,White,4,Apr-2023,-,http://www.cars.ie/used-cars/VOLKSWAGEN-CADDY-2020-Sligo-1736231
63,PEUGEOT 2008,"€25,995",PEUGEOT,2008,1.5,Diesel,"61,198",Manual,MPV,2020,Mayo,4,Grey,2,Jan-2023,Feb-2024,http://www.cars.ie/used-cars/PEUGEOT-2008-2020-Mayo-1736230
64,VOLKSWAGEN TIGUAN,"€38,945",VOLKSWAGEN,TIGUAN,1.5,Petrol,"28,125",Automatic,SUV,2020,Sligo,5,Grey,1,Jun-2023,Jul-2024,http://www.cars.ie/used-cars/VOLKSWAGEN-TIGUAN-2020-Sligo-1736340
65,VOLKSWAGEN TIGUAN,POA,VOLKSWAGEN,TIGUAN,2.0,Diesel,"33,550",Manual,SUV,2021,Waterford,5,Grey,1,Dec-2022,Jun-2025,http://www.cars.ie/used-cars/VOLKSWAGEN-TIGUAN-2021-Waterford-1736162
66,VOLKSWAGEN TIGUAN,"€33,435",VOLKSWAGEN,TIGUAN,2.0,Diesel,"33,498",Manual,SUV,2021,Waterford,5,Grey,1,Dec-2022,Jun-2025,http://www.cars.ie/used-cars/VOLKSWAGEN-TIGUAN-2021-Waterford-1736161
67,SKODA OCTAVIA,"€28,495",SKODA,OCTAVIA,2.0,Diesel,"44,899",Manual,Saloon,2021,Waterford,5,Grey,1,Dec-2022,Jul-2025,http://www.cars.ie/used-cars/SKODA-OCTAVIA-2021-Waterford-1736159
68,SKODA OCTAVIA,POA,SKODA,OCTAVIA,2.0,Diesel,"44,905",Manual,Saloon,2021,Waterford,5,Grey,1,Jun-2022,Jul-2025,http://www.cars.ie/used-cars/SKODA-OCTAVIA-2021-Waterford-1736160
69,AUDI A4,POA,AUDI,A4,2.0,Diesel,"155,715",Manual,Saloon,2018,Longford,4,Grey,2,-,-,http://www.cars.ie/used-cars/AUDI-A4-2018-Longford-1736229
70,NISSAN MICRA,POA,NISSAN,MICRA,1.2,Petrol,"104,253",Manual,Hatchback,2015,Longford,5,White,2,-,-,http://www.cars.ie/used-cars/NISSAN-MICRA-2015-Longford-1736226
71,SKODA SUPERB,POA,SKODA,SUPERB,1.6,Diesel,"152,870",Manual,Saloon,2016,Longford,4,Grey,2,Mar-2023,May-2024,http://www.cars.ie/used-cars/SKODA-SUPERB-2016-Longford-1736228
72,VOLKSWAGEN GOLF,"€20,750",VOLKSWAGEN,GOLF,1.6,Diesel,"128,478",Manual,Hatchback,2017,Longford,5,Grey,3,Jul-2023,Oct-2023,http://www.cars.ie/used-cars/VOLKSWAGEN-GOLF-2017-Longford-1736198
73,NISSAN QASHQAI,"€20,495",NISSAN,QASHQAI,1.6,Diesel,"84,999",Manual,Hatchback,2016,Dublin,-,Black,2,Jun-2023,Nov-2022,http://www.cars.ie/used-cars/NISSAN-QASHQAI-2016-Dublin-1736203
74,SKODA KAROQ,"€27,995",SKODA,KAROQ,1.6,Diesel,"46,544",Manual,SUV,2019,Limerick,5,Beige,2,Jan-2023,Jan-2023,http://www.cars.ie/used-cars/SKODA-KAROQ-2019-Limerick-1736148
75,FORD FOCUS,"€26,950",FORD,FOCUS,1.5,Diesel,"32,010",Manual,Hatchback,2020,Kildare,4,Blue,2,Feb-2023,Jan-2024,http://www.cars.ie/used-cars/FORD-FOCUS-2020-Kildare-1736223
76,AUDI A6,"€49,950",AUDI,A6,2.0,Diesel,"35,117",Automatic,Saloon,2020,Kildare,4,Grey,1,-,-,http://www.cars.ie/used-cars/AUDI-A6-2020-Kildare-1736336
77,SUZUKI SWIFT,POA,SUZUKI,SWIFT,1.0,Petrol,"51,925",Manual,Hatchback,2018,Tipperary,5,Red,1,Mar-2023,Jan-2024,http://www.cars.ie/used-cars/SUZUKI-SWIFT-2018-Tipperary-1736222
78,SKODA OCTAVIA,"€12,950",SKODA,OCTAVIA,1.6,Diesel,"183,999",Manual,Estate,2015,Cork,5,Silver,2,Nov-2022,Nov-2023,http://www.cars.ie/used-cars/SKODA-OCTAVIA-2015-Cork-1736220
79,SKODA KODIAQ,"€48,950",SKODA,KODIAQ,2.0,Diesel,"19,800",Automatic,SUV,2020,Cork,5,Grey,1,Oct-2022,Nov-2024,http://www.cars.ie/used-cars/SKODA-KODIAQ-2020-Cork-1736331
80,NISSAN MICRA,"€17,950",NISSAN,MICRA,1.0,Petrol,"77,268",Manual,Hatchback,2020,Wexford,4,Grey,1,Oct-2023,Oct-2024,http://www.cars.ie/used-cars/NISSAN-MICRA-2020-Wexford-1736151
81,KIA STONIC,"€21,895",KIA,STONIC,1.0,Petrol,"58,229",Manual,Estate,2021,Wexford,5,Red,1,Jan-2023,May-2025,http://www.cars.ie/used-cars/KIA-STONIC-2021-Wexford-1736215
82,RENAULT CLIO,"€11,495",RENAULT,CLIO,1.1,Petrol,"67,764",Manual,Hatchback,2015,Dublin,4,Silver,3,Sep-2022,Sep-2023,http://www.cars.ie/used-cars/RENAULT-CLIO-2015-Dublin-1736219
83,PEUGEOT 3008,"€32,950",PEUGEOT,3008,1.5,Diesel,"79,849",Automatic,MPV,2019,Galway,4,White,2,Nov-2022,Mar-2023,http://www.cars.ie/used-cars/PEUGEOT-3008-2019-Galway-1736217
84,FORD MONDEO,"€13,495",FORD,MONDEO,1.6,Diesel,"135,999",Manual,Hatchback,2015,Galway,4,Silver,3,Mar-2023,Jul-2023,http://www.cars.ie/used-cars/FORD-MONDEO-2015-Galway-1736216
85,NISSAN LEAF,"€27,495",NISSAN,LEAF,0.0,Electric,"47,999",Automatic,Hatchback,2019,Dublin,5,Grey,2,Jun-2023,Feb-2023,http://www.cars.ie/used-cars/NISSAN-LEAF-2019-Dublin-1736330
86,NISSAN LEAF,"€24,495",NISSAN,LEAF,0.0,Electric,"55,999",Automatic,Hatchback,2018,Dublin,5,Grey,2,Sep-2022,Jul-2022,http://www.cars.ie/used-cars/NISSAN-LEAF-2018-Dublin-1736329
87,HONDA HR-V,POA,HONDA,HR-V,1.5,Petrol,"10,300",Manual,SUV,2021,Limerick,5,Black,1,Jul-2022,Aug-2025,http://www.cars.ie/used-cars/HONDA-HR-V-2021-Limerick-1736054
88,RENAULT CAPTUR,"€12,495",RENAULT,CAPTUR,1.5,Diesel,"117,998",Manual,Hatchback,2015,Tipperary,4,Black,3,Dec-2022,Dec-2023,http://www.cars.ie/used-cars/RENAULT-CAPTUR-2015-Tipperary-1736015
89,NISSAN MICRA,"€21,995",NISSAN,MICRA,1.0,Petrol,"26,779",Manual,Hatchback,2022,Westmeath,4,Grey,1,Feb-2023,Mar-2026,http://www.cars.ie/used-cars/NISSAN-MICRA-2022-Westmeath-1735971
90,MAXUS DELIVER 9,"€36,950",MAXUS,DELIVER,2.0,Diesel,"7,540",Manual,Van,2022,Dublin,-,White,1,Jun-2023,-,http://www.cars.ie/used-cars/MAXUS-DELIVER-9-2022-Dublin-1735964
91,MERCEDES-BENZ E CLASS,"€32,900",MERCEDES-BENZ,E,2.0,Diesel,"111,307",Automatic,Saloon,2017,Galway,4,Black,2,Dec-2022,Jan-2023,http://www.cars.ie/used-cars/MERCEDES-BENZ-E-CLASS-2017-Galway-1736098
92,KIA PICANTO,"€13,900",KIA,PICANTO,1.2,Petrol,"59,169",Automatic,Hatchback,2020,Kilkenny,5,White,1,Feb-2023,Feb-2024,http://www.cars.ie/used-cars/KIA-PICANTO-2020-Kilkenny-1736095
93,MERCEDES-BENZ CLA CLASS,"€57,950",MERCEDES-BENZ,CLA,1.3,Petrol,"24,942",Automatic,Saloon,2021,Sligo,4,Black,1,Sep-2022,Oct-2025,http://www.cars.ie/used-cars/MERCEDES-BENZ-CLA-CLASS-2021-Sligo-1736093
94,MERCEDES-BENZ EQS,"€153,950",MERCEDES-BENZ,EQS,0.0,Electric,14,Automatic,Saloon,2023,Sligo,4,Blue,-,-,-,http://www.cars.ie/used-cars/MERCEDES-BENZ-EQS-2023-Sligo-1736094
95,MERCEDES-BENZ E CLASS,"€83,950",MERCEDES-BENZ,E,2.0,Diesel,14,Automatic,Saloon,2023,Sligo,4,Blue,-,-,-,http://www.cars.ie/used-cars/MERCEDES-BENZ-E-CLASS-2023-Sligo-1736092
96,RENAULT MEGANE,"€19,990",RENAULT,MEGANE,1.5,Diesel,"45,651",Automatic,Estate,2018,Dublin,5,Grey,2,Jun-2023,Apr-2024,http://www.cars.ie/used-cars/RENAULT-MEGANE-2018-Dublin-1736091
97,AUDI A6,"€67,950",AUDI,A6,2.0,Diesel,"7,500",Automatic,Saloon,2022,Sligo,5,White,1,Jan-2023,Jul-2026,http://www.cars.ie/used-cars/AUDI-A6-2022-Sligo-1735894
98,DACIA DUSTER,"€23,995",DACIA,DUSTER,1.5,Diesel,"42,545",Manual,SUV,2021,Limerick,5,Grey,1,Dec-2022,Jan-2025,http://www.cars.ie/used-cars/DACIA-DUSTER-2021-Limerick-1735932
99,AUDI A6,"€54,850",AUDI,A6,2.0,Diesel,"15,409",Automatic,Saloon,2022,Mayo,4,Blue,1,-,-,http://www.cars.ie/used-cars/AUDI-A6-2022-Mayo-1736090
100,AUDI Q3,"€27,950",AUDI,Q3,2.0,Diesel,"133,120",Automatic,SUV,2017,Kildare,5,Black,1,Jan-2023,Feb-2023,http://www.cars.ie/used-cars/AUDI-Q3-2017-Kildare-1736089
101,AUDI Q2,"€31,950",AUDI,Q2,1.6,Diesel,"70,310",Manual,SUV,2019,Kildare,5,Black,2,Feb-2023,Jan-2023,http://www.cars.ie/used-cars/AUDI-Q2-2019-Kildare-1736051
102,MINI HATCH,"€15,950",MINI,HATCH,1.5,Diesel,"73,000",Manual,Hatchback,2016,Cork,2,Blue,2,Jan-2023,May-2024,http://www.cars.ie/used-cars/MINI-HATCH-2016-Cork-1736050
103,VOLKSWAGEN JETTA,POA,VOLKSWAGEN,JETTA,2.0,Diesel,"99,901",Manual,Saloon,2016,Dublin,4,Grey,2,Dec-2022,May-2024,http://www.cars.ie/used-cars/VOLKSWAGEN-JETTA-2016-Dublin-1736048
104,HYUNDAI SANTA FE,"€8,950",HYUNDAI,SANTA,2.0,Diesel,"108,001",Manual,SUV,2010,Meath,5,Silver,1,Sep-2022,Jan-2023,http://www.cars.ie/used-cars/HYUNDAI-SANTA-FE-2010-Meath-1736371
105,NISSAN QASHQAI,"€6,495",NISSAN,QASHQAI,1.5,Diesel,"216,004",Manual,Hatchback,2011,Meath,5,Black,4,Nov-2022,-,http://www.cars.ie/used-cars/NISSAN-QASHQAI-2011-Meath-1736370
106,SUZUKI SWIFT,"€4,495",SUZUKI,SWIFT,1.3,Petrol,"180,246",Manual,Hatchback,2009,Meath,5,Red,3,Nov-2022,Apr-2022,http://www.cars.ie/used-cars/SUZUKI-SWIFT-2009-Meath-1736369
107,VOLKSWAGEN GOLF,POA,VOLKSWAGEN,GOLF,1.6,Diesel,"68,394",Manual,Van,2019,Dublin,2,White,3,-,-,http://www.cars.ie/used-cars/VOLKSWAGEN-GOLF-2019-Dublin-1736546
108,FORD TRANSIT,POA,FORD,TRANSIT,2.2,Diesel,"145,982",Manual,Van,2015,Dublin,4,White,4,-,Jun-2023,http://www.cars.ie/used-cars/FORD-TRANSIT-2015-Dublin-1736545
109,VOLKSWAGEN GOLF,POA,VOLKSWAGEN,GOLF,1.6,Diesel,"245,624",Manual,Van,2015,Dublin,3,Black,2,-,Jul-2023,http://www.cars.ie/used-cars/VOLKSWAGEN-GOLF-2015-Dublin-1736544
110,VOLKSWAGEN GOLF,POA,VOLKSWAGEN,GOLF,1.6,Diesel,"153,624",Automatic,Hatchback,2014,Dublin,5,Grey,2,-,Aug-2024,http://www.cars.ie/used-cars/VOLKSWAGEN-GOLF-2014-Dublin-1736590
111,FORD FIESTA,POA,FORD,FIESTA,1.2,Petrol,"159,206",Manual,Hatchback,2012,Dublin,5,Red,1,-,Jul-2023,http://www.cars.ie/used-cars/FORD-FIESTA-2012-Dublin-1736543
112,VAUXHALL ASTRA,POA,VAUXHALL,ASTRA,1.6,Petrol,"79,031",Automatic,Hatchback,2012,Dublin,5,Black,2,-,Oct-2023,http://www.cars.ie/used-cars/VAUXHALL-ASTRA-2012-Dublin-1736589
113,NISSAN NOTE,POA,NISSAN,NOTE,1.4,Petrol,"33,667",Manual,MPV,2012,Dublin,4,Brown,2,-,Aug-2023,http://www.cars.ie/used-cars/NISSAN-NOTE-2012-Dublin-1736542
114,VOLKSWAGEN POLO,POA,VOLKSWAGEN,POLO,1.2,Petrol,"195,063",Manual,Hatchback,2011,Dublin,5,Grey,3,-,-,http://www.cars.ie/used-cars/VOLKSWAGEN-POLO-2011-Dublin-1736541
