,Name,Price,Make,Model,Engine Size,Fuel Type,Odometer,Transmission,Body Type,Manufacturing Year,County,Doors,Color,Owners,Tax Expiry,NCT Expiry,URL
474,NISSAN JUKE,"€24,500",NISSAN,JUKE,1.5,Diesel,"154,497",Automatic,MPV,2020,Mayo,5,Red,1,Nov-2022,Nov-2024,http://www.cars.ie/used-cars/NISSAN-JUKE-2020-Mayo-1735920
475,BMW 2 SERIES GRAN TOURER,"€26,950",BMW,2,1.6,Diesel,"203,506",Automatic,Hatchback,2019,Dublin,4,Red,2,Dec-2022,May-2024,http://www.cars.ie/used-cars/BMW-2-SERIES-GRAN-TOURER-2019-Dublin-1736184
476,SKODA OCTAVIA,"€12,975",SKODA,OCTAVIA,2.0,Diesel,"159,325",Manual,MPV,2016,Wexford,5,Grey,1,Jul-2023,Aug-2024,http://www.cars.ie/used-cars/SKODA-OCTAVIA-2016-Wexford-1736146
477,FORD KUGA,"€16,750",FORD,KUGA,1.0,Petrol,"26,985",Manual,MPV,2016,Cork,4,White,1,Jun-2023,Jul-2024,http://www.cars.ie/used-cars/FORD-KUGA-2016-Cork-1736227
478,NISSAN JUKE,"€23,500",NISSAN,JUKE,3.0,Diesel,"140,367",Automatic,Estate,2020,Mayo,4,Black,2,Jan-2022,Feb-2024,http://www.cars.ie/used-cars/NISSAN-JUKE-2020-Mayo-1735921
479,BMW X5,"€46,950",BMW,X5,1.5,Petrol,"138,003",Automatic,Hatchback,2016,Galway,5,White,-,-,-,http://www.cars.ie/used-cars/BMW-X5-2016-Galway-1736206
480,TOYOTA AQUA,"€11,950",TOYOTA,AQUA,2.0,Diesel,"174,003",Manual,Estate,2017,Dublin,5,Grey,1,-,Feb-2025,http://www.cars.ie/used-cars/TOYOTA-AQUA-2017-Dublin-1736174
481,VOLKSWAGEN TIGUAN,"€24,995",VOLKSWAGEN,TIGUAN,2.0,Diesel,"131,924",Automatic,Hatchback,2017,Galway,5,Black,1,Jan-2023,Jan-2023,http://www.cars.ie/used-cars/VOLKSWAGEN-TIGUAN-2017-Galway-1736225
482,SKODA SUPERB,"€29,495",SKODA,SUPERB,1.4,Diesel,"230,136",Manual,Saloon,2019,Donegal,4,White,2,Nov-2022,May-2023,http://www.cars.ie/used-cars/SKODA-SUPERB-2019-Donegal-1736154
483,TOYOTA COROLLA,"€12,950",TOYOTA,COROLLA,2.0,Diesel,"142,719",Manual,Saloon,2015,Galway,4,Black,3,Feb-2023,Oct-2023,http://www.cars.ie/used-cars/TOYOTA-COROLLA-2015-Galway-1736123
484,BMW 3 SERIES,"€9,950",BMW,3,1.6,Diesel,"138,003",Manual,Hatchback,2012,Dublin,4,Grey,1,Sep-2022,Mar-2024,http://www.cars.ie/used-cars/BMW-3-SERIES-2012-Dublin-1735937
485,SKODA OCTAVIA,"€16,950",SKODA,OCTAVIA,1.0,Petrol,"45,000",Manual,Hatchback,2018,Dublin,4,Blue,1,May-2023,Jan-2025,http://www.cars.ie/used-cars/SKODA-OCTAVIA-2018-Dublin-1736182
486,SKODA FABIA,"€16,995",SKODA,FABIA,1.0,Petrol,"59,000",Manual,Hatchback,2021,Dublin,5,White,1,Jun-2023,Jun-2025,http://www.cars.ie/used-cars/SKODA-FABIA-2021-Dublin-1736200
487,VOLKSWAGEN POLO,"€18,450",VOLKSWAGEN,POLO,2.0,Diesel,"52,498",Automatic,Saloon,2021,Dublin,4,White,3,Feb-2023,Mar-2023,http://www.cars.ie/used-cars/VOLKSWAGEN-POLO-2021-Dublin-1736201
488,SKODA SUPERB,"€32,950",SKODA,SUPERB,2.0,Diesel,"160,004",Manual,MPV,2019,Dublin,4,Grey,2,Jul-2023,Feb-2024,http://www.cars.ie/used-cars/SKODA-SUPERB-2019-Dublin-1736337
489,FORD KUGA,"€15,900",FORD,KUGA,2.0,Petrol,0,Automatic,Saloon,2016,Cork,4,Grey,1,-,-,http://www.cars.ie/used-cars/FORD-KUGA-2016-Cork-1736199
490,MERCEDES-BENZ E CLASS,"€67,946",MERCEDES-BENZ,E,2.0,Diesel,6,Automatic,Saloon,2021,Dublin,5,Black,-,-,-,http://www.cars.ie/used-cars/MERCEDES-BENZ-E-CLASS-2021-Dublin-1736334
491,MERCEDES-BENZ CL CLASS,POA,MERCEDES-BENZ,CL,1.5,Petrol,"129,003",Automatic,Hatchback,2023,Cork,5,Silver,2,Jan-2023,Apr-2024,http://www.cars.ie/used-cars/MERCEDES-BENZ-CL-CLASS-2023-Cork-1736332
492,HONDA FIT,"€10,950",HONDA,FIT,2.0,Diesel,"218,935",Manual,MPV,2014,Dublin,5,Black,2,-,-,http://www.cars.ie/used-cars/HONDA-FIT-2014-Dublin-1736183
493,FORD KUGA,"€15,995",FORD,KUGA,1.6,Diesel,"155,004",Manual,Estate,2015,Donegal,5,Grey,2,May-2023,Mar-2023,http://www.cars.ie/used-cars/FORD-KUGA-2015-Donegal-1736187
494,VOLKSWAGEN PASSAT,"€16,499",VOLKSWAGEN,PASSAT,1.9,Diesel,"313,425",Automatic,Van,2017,Meath,5,White,2,Jan-2023,-,http://www.cars.ie/used-cars/VOLKSWAGEN-PASSAT-2017-Meath-1736196
495,VOLKSWAGEN CADDY,"€3,999",VOLKSWAGEN,CADDY,3.0,Diesel,"83,394",Automatic,Saloon,2008,Meath,4,Black,1,-,Dec-2023,http://www.cars.ie/used-cars/VOLKSWAGEN-CADDY-2008-Meath-1736197
496,BMW 5 SERIES,"€33,450",BMW,5,1.2,Petrol,"78,001",Automatic,Hatchback,2017,Dublin,5,Blue,1,Jan-2023,Nov-2023,http://www.cars.ie/used-cars/BMW-5-SERIES-2017-Dublin-1736189
497,VOLKSWAGEN POLO,"€9,995",VOLKSWAGEN,POLO,1.3,Petrol,"127,286",Automatic,Hatchback,2012,Dublin,5,White,-,-,-,http://www.cars.ie/used-cars/VOLKSWAGEN-POLO-2012-Dublin-1736213
498,MAZDA DEMIO,"€11,950",MAZDA,DEMIO,2.0,Diesel,"170,003",Manual,MPV,2017,Dublin,5,Silver,2,Sep-2022,May-2024,http://www.cars.ie/used-cars/MAZDA-DEMIO-2017-Dublin-1736173
499,SEAT ALHAMBRA,"€17,900",SEAT,ALHAMBRA,1.5,Diesel,"88,514",Automatic,Saloon,2014,Dublin,4,Black,-,Sep-2022,Jun-2022,http://www.cars.ie/used-cars/SEAT-ALHAMBRA-2014-Dublin-1736121
500,MERCEDES-BENZ CL CLASS,"€23,950",MERCEDES-BENZ,CL,2.0,Petrol,"73,622",Manual,Hatchback,2016,Laois,5,White,2,Sep-2022,Feb-2024,http://www.cars.ie/used-cars/MERCEDES-BENZ-CL-CLASS-2016-Laois-1735905
501,FORD FOCUS,"€20,999",FORD,FOCUS,1.7,Diesel,"122,310",Manual,Estate,2015,Meath,5,Black,2,Oct-2022,Jun-2023,http://www.cars.ie/used-cars/FORD-FOCUS-2015-Meath-1735994
502,HYUNDAI TUCSON,"€18,450",HYUNDAI,TUCSON,1.6,Diesel,"191,005",Manual,Saloon,2017,Dublin,4,Black,3,Dec-2022,Jan-2024,http://www.cars.ie/used-cars/HYUNDAI-TUCSON-2017-Dublin-1736190
503,VOLKSWAGEN PASSAT,"€8,250",VOLKSWAGEN,PASSAT,1.3,Petrol,"122,965",Automatic,Hatchback,2012,Tipperary,5,Grey,-,-,-,http://www.cars.ie/used-cars/VOLKSWAGEN-PASSAT-2012-Tipperary-1735976
504,MAZDA DEMIO,"€11,950",MAZDA,DEMIO,1.5,Diesel,"56,327",Manual,MPV,2017,Dublin,5,Grey,1,-,Nov-2024,http://www.cars.ie/used-cars/MAZDA-DEMIO-2017-Dublin-1736172
505,PEUGEOT 5008,"€30,895",PEUGEOT,5008,1.3,Hybrid,"101,388",Automatic,Hatchback,2018,Dublin,5,White,1,-,Dec-2024,http://www.cars.ie/used-cars/PEUGEOT-5008-2018-Dublin-1736209
506,HONDA JAZZ,"€9,450",HONDA,JAZZ,1.6,Petrol,"86,002",Automatic,Hatchback,2013,Dublin,5,Black,-,-,Jan-2025,http://www.cars.ie/used-cars/HONDA-JAZZ-2013-Dublin-1736145
507,VOLVO V40,"€13,990",VOLVO,V40,1.6,Diesel,"100,001",Automatic,MPV,2013,Dublin,5,Red,1,Oct-2022,Oct-2024,http://www.cars.ie/used-cars/VOLVO-V40-2013-Dublin-1736144
508,CITROEN GRAND C4 PICASSO,"€14,900",CITROEN,GRAND,2.1,Diesel,"144,841",Automatic,Estate,2014,Dublin,5,Silver,2,Oct-2022,Dec-2023,http://www.cars.ie/used-cars/CITROEN-GRAND-C4-PICASSO-2014-Dublin-1736122
509,MERCEDES-BENZ CLS CLASS,"€20,900",MERCEDES-BENZ,CLS,2.4,Petrol,"46,671",Automatic,SUV,2013,Dublin,5,Black,1,Dec-2022,Apr-2023,http://www.cars.ie/used-cars/MERCEDES-BENZ-CLS-CLASS-2013-Dublin-1736193
510,MITSUBISHI OUTLANDER,"€33,450",MITSUBISHI,OUTLANDER,1.5,Diesel,"52,308",Manual,Coupe,2019,Galway,3,Black,1,Feb-2023,Nov-2023,http://www.cars.ie/used-cars/MITSUBISHI-OUTLANDER-2019-Galway-1736185
511,RENAULT MEGANE,POA,RENAULT,MEGANE,1.3,Petrol,"75,002",Automatic,Hatchback,2010,Waterford,5,White,1,Jan-2023,Nov-2024,http://www.cars.ie/used-cars/RENAULT-MEGANE-2010-Waterford-1735970
512,TOYOTA VITZ,"€9,895",TOYOTA,VITZ,1.5,Diesel,"175,418",Manual,MPV,2013,Dublin,5,Grey,1,Nov-2022,Sep-2023,http://www.cars.ie/used-cars/TOYOTA-VITZ-2013-Dublin-1736212
513,NISSAN QASHQAI,"€9,250",NISSAN,QASHQAI,1.6,Petrol,"85,765",Automatic,Hatchback,2013,Offaly,5,White,-,-,-,http://www.cars.ie/used-cars/NISSAN-QASHQAI-2013-Offaly-1735951
514,BMW 1 SERIES,"€15,450",BMW,1,0.0,Electric,"47,315",Automatic,Estate,2014,Dublin,5,Silver,1,Dec-2023,Dec-2023,http://www.cars.ie/used-cars/BMW-1-SERIES-2014-Dublin-1736171
515,AUDI E-TRON,"€55,900",AUDI,E-TRON,1.6,Petrol,"62,798",Automatic,Hatchback,2020,Kildare,5,White,-,-,-,http://www.cars.ie/used-cars/AUDI-E-TRON-2020-Kildare-1735982
516,BMW 1 SERIES,"€15,950",BMW,1,2.0,Diesel,"130,002",Manual,Van,2014,Dublin,5,Red,1,-,-,http://www.cars.ie/used-cars/BMW-1-SERIES-2014-Dublin-1736170
517,VOLKSWAGEN CADDY,"€12,975",VOLKSWAGEN,CADDY,1.0,Petrol,"158,761",Manual,Hatchback,2016,Wexford,5,Red,2,Nov-2022,Jul-2023,http://www.cars.ie/used-cars/VOLKSWAGEN-CADDY-2016-Wexford-1735929
518,OPEL CORSA,"€5,950",OPEL,CORSA,2.0,Petrol,"132,619",Manual,Hatchback,2012,Dublin,3,White,2,Feb-2023,Jan-2024,http://www.cars.ie/used-cars/OPEL-CORSA-2012-Dublin-1735900
519,VOLKSWAGEN GOLF,"€26,999",VOLKSWAGEN,GOLF,1.6,Petrol,"86,002",Automatic,Hatchback,2014,Meath,5,White,1,-,Jan-2025,http://www.cars.ie/used-cars/VOLKSWAGEN-GOLF-2014-Meath-1735993
520,VOLVO V40,"€13,950",VOLVO,V40,1.4,Petrol,"68,661",Automatic,Hatchback,2013,Dublin,5,Silver,-,-,-,http://www.cars.ie/used-cars/VOLVO-V40-2013-Dublin-1736143
521,AUDI A3,"€16,950",AUDI,A3,3.0,Diesel,"387,009",Automatic,Pickup,2014,Dublin,5,Silver,3,Nov-2022,-,http://www.cars.ie/used-cars/AUDI-A3-2014-Dublin-1736169
522,MERCEDES-BENZ VITO,"€10,950",MERCEDES-BENZ,VITO,2.0,Petrol,"120,701",Automatic,SUV,2008,Dublin,5,Grey,1,-,Jun-2024,http://www.cars.ie/used-cars/MERCEDES-BENZ-VITO-2008-Dublin-1736208
523,MITSUBISHI OUTLANDER,"€26,995",MITSUBISHI,OUTLANDER,1.6,Diesel,"218,870",Manual,MPV,2018,Dublin,5,Grey,2,-,May-2023,http://www.cars.ie/used-cars/MITSUBISHI-OUTLANDER-2018-Dublin-1736211
524,FORD C-MAX,"€5,950",FORD,C-MAX,1.4,Diesel,"138,403",Manual,Hatchback,2011,Wicklow,5,Black,3,Jul-2023,May-2023,http://www.cars.ie/used-cars/FORD-C-MAX-2011-Wicklow-1735958
525,PEUGEOT 208,"€7,950",PEUGEOT,208,2.0,Diesel,"59,546",Automatic,Estate,2013,Wicklow,5,White,2,Feb-2023,Jul-2024,http://www.cars.ie/used-cars/PEUGEOT-208-2013-Wicklow-1735957
526,VOLKSWAGEN TIGUAN,"€43,950",VOLKSWAGEN,TIGUAN,2.0,Petrol,"140,013",Automatic,SUV,2020,Louth,5,Grey,1,-,Jun-2024,http://www.cars.ie/used-cars/VOLKSWAGEN-TIGUAN-2020-Louth-1735963
527,MITSUBISHI OUTLANDER,"€25,995",MITSUBISHI,OUTLANDER,2.0,Petrol,0,Automatic,SUV,2018,Dublin,5,Red,-,-,-,http://www.cars.ie/used-cars/MITSUBISHI-OUTLANDER-2018-Dublin-1736210
528,MAZDA CX-5,"€52,195",MAZDA,CX-5,2.2,Diesel,0,Automatic,SUV,2023,Dublin,5,Red,-,-,-,http://www.cars.ie/used-cars/MAZDA-CX-5-2023-Dublin-1736087
529,MAZDA CX-5,"€56,075",MAZDA,CX-5,0.0,Electric,"7,998",Automatic,Estate,2023,Dublin,5,Grey,1,Jan-2023,Mar-2026,http://www.cars.ie/used-cars/MAZDA-CX-5-2023-Dublin-1736088
530,VOLKSWAGEN ID.4,"€51,950",VOLKSWAGEN,ID.4,0.0,Electric,"9,999",Automatic,Estate,2022,Tipperary,5,Black,1,Jan-2023,May-2026,http://www.cars.ie/used-cars/VOLKSWAGEN-ID.4-2022-Tipperary-1736096
531,VOLKSWAGEN ID.4,"€61,950",VOLKSWAGEN,ID.4,1.5,Petrol,"66,998",Manual,Estate,2022,Tipperary,4,Red,1,Apr-2022,May-2023,http://www.cars.ie/used-cars/VOLKSWAGEN-ID.4-2022-Tipperary-1736097
532,MITSUBISHI ECLIPSE CROSS,"€22,950",MITSUBISHI,ECLIPSE,1.6,Diesel,"201,168",Manual,Hatchback,2019,Dublin,-,White,1,Nov-2022,Aug-2023,http://www.cars.ie/used-cars/MITSUBISHI-ECLIPSE-CROSS-2019-Dublin-1735899
533,FORD FOCUS,POA,FORD,FOCUS,2.5,Diesel,"215,999",Manual,Van,2014,Donegal,4,White,2,Feb-2023,-,http://www.cars.ie/used-cars/FORD-FOCUS-2014-Donegal-1736047
534,TOYOTA HILUX,"€23,950",TOYOTA,HILUX,1.6,Diesel,"43,488",Manual,SUV,2016,Cork,5,Grey,1,Dec-2022,Jan-2025,http://www.cars.ie/used-cars/TOYOTA-HILUX-2016-Cork-1736049
535,HYUNDAI TUCSON,"€34,975",HYUNDAI,TUCSON,3.0,Diesel,"260,713",Automatic,Coupe,2021,Wexford,2,Grey,3,Oct-2022,Jan-2024,http://www.cars.ie/used-cars/HYUNDAI-TUCSON-2021-Wexford-1736053
536,BMW 6 SERIES,"€18,999",BMW,6,1.4,Petrol,"77,071",Automatic,Saloon,2011,Limerick,4,White,-,-,-,http://www.cars.ie/used-cars/BMW-6-SERIES-2011-Limerick-1735893
537,AUDI A3 SALOON,"€17,950",AUDI,A3,2.0,Diesel,"313,453",Manual,Coupe,2014,Dublin,2,Black,3,Sep-2022,Nov-2023,http://www.cars.ie/used-cars/AUDI-A3-SALOON-2014-Dublin-1736168
538,VOLKSWAGEN PASSAT,€1,VOLKSWAGEN,PASSAT,1.5,Hybrid,"17,318",Automatic,SUV,2011,Dublin,5,White,1,-,Apr-2026,http://www.cars.ie/used-cars/VOLKSWAGEN-PASSAT-2011-Dublin-1735965
539,MG HS PLUG-IN PHEV,"€37,995",MG,HS,2.1,Diesel,"97,365",Manual,Estate,2022,Dublin,5,Grey,1,-,Nov-2024,http://www.cars.ie/used-cars/MG-HS-PLUG-IN-PHEV-2022-Dublin-1735901
540,MERCEDES-BENZ CLA CLASS,"€24,950",MERCEDES-BENZ,CLA,1.8,Petrol,"83,198",Automatic,Hatchback,2016,Dublin,5,Black,-,Dec-2022,-,http://www.cars.ie/used-cars/MERCEDES-BENZ-CLA-CLASS-2016-Dublin-1735981
541,TOYOTA PRIUS,"€15,950",TOYOTA,PRIUS,2.0,Diesel,"125,503",Manual,Saloon,2014,Dublin,4,Blue,2,Nov-2022,May-2024,http://www.cars.ie/used-cars/TOYOTA-PRIUS-2014-Dublin-1735897
542,TOYOTA AVENSIS,"€16,950",TOYOTA,AVENSIS,2.0,Petrol,"27,000",Manual,Saloon,2016,Cork,4,Grey,2,Dec-2022,-,http://www.cars.ie/used-cars/TOYOTA-AVENSIS-2016-Cork-1735931
543,MAZDA MAZDA6,"€25,950",MAZDA,MAZDA6,1.4,Petrol,"59,000",Manual,Hatchback,2019,Dublin,5,Red,2,Jul-2023,May-2023,http://www.cars.ie/used-cars/MAZDA-MAZDA6-2019-Dublin-1735927
544,OPEL CORSA,"€9,750",OPEL,CORSA,2.0,Diesel,"112,654",Manual,Hatchback,2015,Cork,-,Black,1,Dec-2022,Nov-2023,http://www.cars.ie/used-cars/OPEL-CORSA-2015-Cork-1735934
545,OPEL ADAM,"€10,950",OPEL,ADAM,2.5,Diesel,"135,003",Manual,Estate,2015,Tipperary,5,Silver,4,Apr-2022,May-2022,http://www.cars.ie/used-cars/OPEL-ADAM-2015-Tipperary-1735973
546,NISSAN PATHFINDER,"€10,950",NISSAN,PATHFINDER,2.0,Diesel,"37,015",Manual,Hatchback,2007,Galway,4,Silver,2,-,Jan-2024,http://www.cars.ie/used-cars/NISSAN-PATHFINDER-2007-Galway-1736021
547,SUZUKI SX4,"€7,950",SUZUKI,SX4,2.0,Diesel,0,Manual,Van,2012,Dublin,5,White,-,-,-,http://www.cars.ie/used-cars/SUZUKI-SX4-2012-Dublin-1736118
548,VOLKSWAGEN TRANSPORTER,"€36,378",VOLKSWAGEN,TRANSPORTER,1.5,Diesel,"69,202",Manual,MPV,2023,Tipperary,5,Black,1,-,Dec-2024,http://www.cars.ie/used-cars/VOLKSWAGEN-TRANSPORTER-2023-Tipperary-1736018
549,PEUGEOT 5008,"€31,895",PEUGEOT,5008,1.6,Diesel,"111,044",Manual,Hatchback,2018,Dublin,5,White,1,-,-,http://www.cars.ie/used-cars/PEUGEOT-5008-2018-Dublin-1736031
550,SEAT ATECA,"€21,950",SEAT,ATECA,2.0,Diesel,"77,248",Automatic,Saloon,2018,Galway,4,Black,1,Oct-2023,Sep-2022,http://www.cars.ie/used-cars/SEAT-ATECA-2018-Galway-1735967
551,BMW 5 SERIES,"€35,950",BMW,5,1.2,Petrol,"31,001",Automatic,Hatchback,2018,Galway,5,Silver,1,Nov-2022,Sep-2024,http://www.cars.ie/used-cars/BMW-5-SERIES-2018-Galway-1735969
552,VOLKSWAGEN POLO,"€13,395",VOLKSWAGEN,POLO,2.0,Diesel,"220,277",Manual,Saloon,2015,Dublin,4,Blue,1,-,-,http://www.cars.ie/used-cars/VOLKSWAGEN-POLO-2015-Dublin-1736039
553,AUDI A6,"€29,900",AUDI,A6,2.0,Petrol,"194,730",Manual,Saloon,2018,Galway,4,Beige,9,-,-,http://www.cars.ie/used-cars/AUDI-A6-2018-Galway-1735979
554,BMW 5 SERIES,"€5,950",BMW,5,1.5,Diesel,"157,715",Manual,MPV,1987,Donegal,5,Blue,1,-,-,http://www.cars.ie/used-cars/BMW-5-SERIES-1987-Donegal-1735992
555,PEUGEOT 5008,"€33,995",PEUGEOT,5008,1.7,Diesel,"79,662",Manual,Saloon,2019,Galway,4,Silver,1,Aug-2023,Jul-2023,http://www.cars.ie/used-cars/PEUGEOT-5008-2019-Galway-1736075
556,HYUNDAI I40,"€17,950",HYUNDAI,I40,3.2,Diesel,"163,004",Manual,Van,2017,Galway,3,Silver,2,Oct-2022,Apr-2023,http://www.cars.ie/used-cars/HYUNDAI-I40-2017-Galway-1735988
557,MITSUBISHI PAJERO,"€13,995",MITSUBISHI,PAJERO,1.5,Diesel,"74,030",Manual,MPV,2007,Dublin,5,Grey,1,-,-,http://www.cars.ie/used-cars/MITSUBISHI-PAJERO-2007-Dublin-1736030
558,PEUGEOT 5008,"€44,995",PEUGEOT,5008,2.4,Petrol,"141,622",Automatic,SUV,2021,Galway,5,White,1,-,-,http://www.cars.ie/used-cars/PEUGEOT-5008-2021-Galway-1736074
559,MITSUBISHI OUTLANDER,"€28,995",MITSUBISHI,OUTLANDER,1.6,Diesel,"238,182",Manual,Saloon,2019,Dublin,4,Silver,1,-,Mar-2024,http://www.cars.ie/used-cars/MITSUBISHI-OUTLANDER-2019-Dublin-1736038
560,VOLKSWAGEN PASSAT,"€11,950",VOLKSWAGEN,PASSAT,2.1,Diesel,"226,917",Automatic,Saloon,2014,Galway,4,Black,4,Aug-2023,Nov-2023,http://www.cars.ie/used-cars/VOLKSWAGEN-PASSAT-2014-Galway-1736073
561,MERCEDES-BENZ E CLASS,"€18,950",MERCEDES-BENZ,E,2.0,Diesel,"188,293",Automatic,Saloon,2015,Tipperary,4,Black,1,May-2023,Feb-2024,http://www.cars.ie/used-cars/MERCEDES-BENZ-E-CLASS-2015-Tipperary-1735975
562,AUDI A6,"€22,950",AUDI,A6,2.3,Diesel,"222,005",Manual,Van,2016,Sligo,4,Black,1,Nov-2022,Jun-2023,http://www.cars.ie/used-cars/AUDI-A6-2016-Sligo-1736117
563,MITSUBISHI OUTLANDER,"€9,995",MITSUBISHI,OUTLANDER,1.2,Petrol,"145,584",Manual,Hatchback,2016,Dublin,5,Black,1,Jan-2023,Feb-2023,http://www.cars.ie/used-cars/MITSUBISHI-OUTLANDER-2016-Dublin-1736029
564,NISSAN MICRA,"€9,450",NISSAN,MICRA,2.7,Diesel,"315,007",Automatic,Estate,2017,Westmeath,5,Black,6,Nov-2022,Jul-2023,http://www.cars.ie/used-cars/NISSAN-MICRA-2017-Westmeath-1736072
565,AUDI A6,"€4,950",AUDI,A6,1.2,Petrol,"80,002",Automatic,Hatchback,2006,Kildare,5,Silver,1,Oct-2022,Aug-2024,http://www.cars.ie/used-cars/AUDI-A6-2006-Kildare-1735985
566,NISSAN NOTE,"€11,995",NISSAN,NOTE,1.0,Petrol,"154,286",Manual,Hatchback,2017,Dublin,5,Blue,1,Apr-2023,Oct-2023,http://www.cars.ie/used-cars/NISSAN-NOTE-2017-Dublin-1736037
567,FORD FOCUS,POA,FORD,FOCUS,1.2,Petrol,"106,216",Manual,Hatchback,2015,Galway,5,White,2,Sep-2023,Jan-2023,http://www.cars.ie/used-cars/FORD-FOCUS-2015-Galway-1735945
568,CHEVROLET SPARK,POA,CHEVROLET,SPARK,1.6,Diesel,"185,074",Manual,Van,2010,Laois,4,Red,2,Aug-2023,-,http://www.cars.ie/used-cars/CHEVROLET-SPARK-2010-Laois-1735902
569,VOLKSWAGEN CADDY,POA,VOLKSWAGEN,CADDY,1.6,Diesel,"173,403",Manual,Saloon,2014,Laois,4,White,2,Dec-2022,May-2023,http://www.cars.ie/used-cars/VOLKSWAGEN-CADDY-2014-Laois-1735903
570,PEUGEOT 508,"€10,950",PEUGEOT,508,1.5,Diesel,"162,543",Manual,Hatchback,2015,Dublin,5,Blue,1,-,-,http://www.cars.ie/used-cars/PEUGEOT-508-2015-Dublin-1735977
571,FORD MONDEO,"€18,750",FORD,MONDEO,1.6,Diesel,"168,981",Automatic,MPV,2018,Galway,5,Blue,2,Mar-2023,Mar-2024,http://www.cars.ie/used-cars/FORD-MONDEO-2018-Galway-1736020
572,NISSAN QASHQAI,"€19,950",NISSAN,QASHQAI,1.4,Diesel,"126,013",Manual,Hatchback,2016,Kerry,4,Black,3,Jul-2022,May-2024,http://www.cars.ie/used-cars/NISSAN-QASHQAI-2016-Kerry-1735913
573,PEUGEOT 208,"€8,949",PEUGEOT,208,3.0,Diesel,"225,308",Automatic,Saloon,2014,Meath,4,Grey,3,Apr-2023,Jun-2023,http://www.cars.ie/used-cars/PEUGEOT-208-2014-Meath-1735891
574,AUDI A6,"€14,950",AUDI,A6,1.4,Petrol,"63,001",Automatic,Hatchback,2012,Sligo,5,White,-,-,-,http://www.cars.ie/used-cars/AUDI-A6-2012-Sligo-1736116
575,AUDI A3,"€17,950",AUDI,A3,1.0,Petrol,"98,110",Automatic,Hatchback,2015,Dublin,4,Black,1,Nov-2022,Jun-2023,http://www.cars.ie/used-cars/AUDI-A3-2015-Dublin-1735962
576,NISSAN MICRA,"€16,950",NISSAN,MICRA,2.1,Diesel,"65,001",Automatic,Estate,2019,Dublin,5,Blue,2,Dec-2022,Jan-2023,http://www.cars.ie/used-cars/NISSAN-MICRA-2019-Dublin-1736010
577,MERCEDES-BENZ GLA CLASS,"€27,950",MERCEDES-BENZ,GLA,1.6,Diesel,"210,004",Manual,Hatchback,2017,Dublin,4,Grey,1,Dec-2022,Apr-2024,http://www.cars.ie/used-cars/MERCEDES-BENZ-GLA-CLASS-2017-Dublin-1735926
578,SKODA OCTAVIA,"€14,995",SKODA,OCTAVIA,1.5,Diesel,"77,474",Manual,Hatchback,2018,Tipperary,4,Red,2,Feb-2023,Feb-2023,http://www.cars.ie/used-cars/SKODA-OCTAVIA-2018-Tipperary-1735972
579,DACIA SANDERO,"€10,950",DACIA,SANDERO,1.4,Petrol,"90,802",Automatic,Hatchback,2017,Dublin,5,White,-,-,-,http://www.cars.ie/used-cars/DACIA-SANDERO-2017-Dublin-1735938
580,AUDI A3,"€16,450",AUDI,A3,1.0,Petrol,"93,023",Automatic,Hatchback,2014,Dublin,4,Grey,1,Jan-2023,Apr-2023,http://www.cars.ie/used-cars/AUDI-A3-2014-Dublin-1735961
581,NISSAN MICRA,"€16,950",NISSAN,MICRA,1.5,Diesel,"120,002",Manual,MPV,2019,Dublin,4,Silver,2,Jan-2023,Jun-2023,http://www.cars.ie/used-cars/NISSAN-MICRA-2019-Dublin-1736009
582,NISSAN NOTE,"€8,750",NISSAN,NOTE,2.1,Diesel,"218,870",Automatic,Saloon,2013,Cork,4,Silver,1,Aug-2023,Dec-2024,http://www.cars.ie/used-cars/NISSAN-NOTE-2013-Cork-1735933
583,MERCEDES-BENZ E CLASS,"€16,500",MERCEDES-BENZ,E,2.0,Diesel,"69,221",Manual,Saloon,2014,Kildare,4,Red,1,-,-,http://www.cars.ie/used-cars/MERCEDES-BENZ-E-CLASS-2014-Kildare-1736004
584,AUDI A6,"€35,900",AUDI,A6,2.0,Electric,0,Automatic,Hatchback,2018,Galway,5,White,-,Apr-2024,Dec-2026,http://www.cars.ie/used-cars/AUDI-A6-2018-Galway-1735978
585,NISSAN LEAF,"€37,850",NISSAN,LEAF,1.6,Diesel,"250,006",Manual,Hatchback,2023,Cork,5,White,7,Dec-2022,Dec-2022,http://www.cars.ie/used-cars/NISSAN-LEAF-2023-Cork-1735941
586,SEAT LEON,POA,SEAT,LEON,1.7,Diesel,"157,715",Manual,Estate,2011,Limerick,5,Black,1,May-2022,Sep-2023,http://www.cars.ie/used-cars/SEAT-LEON-2011-Limerick-1735986
587,HYUNDAI I40,POA,HYUNDAI,I40,3.0,Diesel,"156,106",Automatic,Hatchback,2015,Cork,4,Black,1,Feb-2023,Mar-2024,http://www.cars.ie/used-cars/HYUNDAI-I40-2015-Cork-1736071
588,INFINITI QX70,"€22,995",INFINITI,QX70,1.2,Petrol,"122,284",Manual,Hatchback,2016,Tipperary,5,Silver,3,Mar-2023,May-2023,http://www.cars.ie/used-cars/INFINITI-QX70-2016-Tipperary-1735974
